Objective,Name,Country,Longitude,Latitude,Elevation,Year,N_plots,Species,Structure,Age,Data,Organisation,Website,Responsible,Mail,References
Unknown,INIA-Jp6,Spain,-2.6225,38.33361111111111,900,1966,1,Pinus pinaster,even-aged,77,dbh; height,<a href='http://www.inia.es' target='_blank'>Spanish Institute for Agriculture and Food Research and Technology (INIA)</a>,http://www.inia.es,Ricardo Ruiz-Peinado,ruizpein@inia.es,"Bravo-Oviedo, A., Rio, M., Montero, G., 2004. Site index curves and growth model for Mediterranean maritime pine (Pinus pinaster Ait.) in Spain. Forest Ecology and Management 201, 187-197; Bravo-Oviedo, A., Sterba, H., del Rio, M., Bravo, F., 2006. Competition-induced mortality for Mediterranean Pinus pinaster Ait. and P. sylvestris L. Forest Ecology and Management 222, 88-98; Bravo-Oviedo, A., Río, M., Montero, G., 2007. Geographic variation and parameter assessment in generalized algebraic difference site index modelling. Forest Ecology and Management 247, 107-119; Bravo-Oviedo, A., Tomé, M., Bravo, F., Montero, G., Río, M., 2008. Dominant height growth equations including site attributes in the generalized algebraic difference approach. Canadian Journal of Forest Research 38, 2348-2358; Bravo-Oviedo, A., Gallardo-Andrés, C., del Río, M., Montero, G., 2010. Regional changes of Pinus pinaster site index in Spain using a climate-based dominant height model. Canadian Journal of Forest Research 40, 2036-2048; Bravo-Oviedo, A., Roig, S., Bravo, F., Montero, G., Rio, M., 2011. Environmental variability and its relationship to site index in Mediterranean maritine pine. Forest Systems 20, 50-64."
Unknown,INIA-Jp7,Spain,-2.6219444444444444,38.33416666666667,920,1966,1,Pinus pinaster,even-aged,75,dbh; height,<a href='http://www.inia.es' target='_blank'>Spanish Institute for Agriculture and Food Research and Technology (INIA)</a>,http://www.inia.es,Ricardo Ruiz-Peinado,ruizpein@inia.es,"Bravo-Oviedo, A., Rio, M., Montero, G., 2004. Site index curves and growth model for Mediterranean maritime pine (Pinus pinaster Ait.) in Spain. Forest Ecology and Management 201, 187-197; Bravo-Oviedo, A., Sterba, H., del Rio, M., Bravo, F., 2006. Competition-induced mortality for Mediterranean Pinus pinaster Ait. and P. sylvestris L. Forest Ecology and Management 222, 88-98; Bravo-Oviedo, A., Río, M., Montero, G., 2007. Geographic variation and parameter assessment in generalized algebraic difference site index modelling. Forest Ecology and Management 247, 107-119; Bravo-Oviedo, A., Tomé, M., Bravo, F., Montero, G., Río, M., 2008. Dominant height growth equations including site attributes in the generalized algebraic difference approach. Canadian Journal of Forest Research 38, 2348-2358; Bravo-Oviedo, A., Gallardo-Andrés, C., del Río, M., Montero, G., 2010. Regional changes of Pinus pinaster site index in Spain using a climate-based dominant height model. Canadian Journal of Forest Research 40, 2036-2048; Bravo-Oviedo, A., Roig, S., Bravo, F., Montero, G., Rio, M., 2011. Environmental variability and its relationship to site index in Mediterranean maritine pine. Forest Systems 20, 50-64."
Unknown,INIA-Jp8,Spain,-2.6044444444444443,38.368611111111115,930,1966,1,Pinus pinaster,even-aged,109,dbh; height,<a href='http://www.inia.es' target='_blank'>Spanish Institute for Agriculture and Food Research and Technology (INIA)</a>,http://www.inia.es,Ricardo Ruiz-Peinado,ruizpein@inia.es,"Bravo-Oviedo, A., Rio, M., Montero, G., 2004. Site index curves and growth model for Mediterranean maritime pine (Pinus pinaster Ait.) in Spain. Forest Ecology and Management 201, 187-197; Bravo-Oviedo, A., Sterba, H., del Rio, M., Bravo, F., 2006. Competition-induced mortality for Mediterranean Pinus pinaster Ait. and P. sylvestris L. Forest Ecology and Management 222, 88-98; Bravo-Oviedo, A., Río, M., Montero, G., 2007. Geographic variation and parameter assessment in generalized algebraic difference site index modelling. Forest Ecology and Management 247, 107-119; Bravo-Oviedo, A., Tomé, M., Bravo, F., Montero, G., Río, M., 2008. Dominant height growth equations including site attributes in the generalized algebraic difference approach. Canadian Journal of Forest Research 38, 2348-2358; Bravo-Oviedo, A., Gallardo-Andrés, C., del Río, M., Montero, G., 2010. Regional changes of Pinus pinaster site index in Spain using a climate-based dominant height model. Canadian Journal of Forest Research 40, 2036-2048; Bravo-Oviedo, A., Roig, S., Bravo, F., Montero, G., Rio, M., 2011. Environmental variability and its relationship to site index in Mediterranean maritine pine. Forest Systems 20, 50-64."
Unknown,INIA-AB1,Spain,-2.441666666666667,38.48722222222222,965,1966,1,Pinus pinaster,even-aged,88,dbh; height,<a href='http://www.inia.es' target='_blank'>Spanish Institute for Agriculture and Food Research and Technology (INIA)</a>,http://www.inia.es,Ricardo Ruiz-Peinado,ruizpein@inia.es,"Bravo-Oviedo, A., Rio, M., Montero, G., 2004. Site index curves and growth model for Mediterranean maritime pine (Pinus pinaster Ait.) in Spain. Forest Ecology and Management 201, 187-197; Bravo-Oviedo, A., Sterba, H., del Rio, M., Bravo, F., 2006. Competition-induced mortality for Mediterranean Pinus pinaster Ait. and P. sylvestris L. Forest Ecology and Management 222, 88-98; Bravo-Oviedo, A., Río, M., Montero, G., 2007. Geographic variation and parameter assessment in generalized algebraic difference site index modelling. Forest Ecology and Management 247, 107-119; Bravo-Oviedo, A., Tomé, M., Bravo, F., Montero, G., Río, M., 2008. Dominant height growth equations including site attributes in the generalized algebraic difference approach. Canadian Journal of Forest Research 38, 2348-2358; Bravo-Oviedo, A., Gallardo-Andrés, C., del Río, M., Montero, G., 2010. Regional changes of Pinus pinaster site index in Spain using a climate-based dominant height model. Canadian Journal of Forest Research 40, 2036-2048; Bravo-Oviedo, A., Roig, S., Bravo, F., Montero, G., Rio, M., 2011. Environmental variability and its relationship to site index in Mediterranean maritine pine. Forest Systems 20, 50-64."
Unknown,INIA-AB3,Spain,-2.4219444444444442,38.48555555555556,910,1966,1,Pinus pinaster,even-aged,105,dbh; height,<a href='http://www.inia.es' target='_blank'>Spanish Institute for Agriculture and Food Research and Technology (INIA)</a>,http://www.inia.es,Ricardo Ruiz-Peinado,ruizpein@inia.es,"Bravo-Oviedo, A., Rio, M., Montero, G., 2004. Site index curves and growth model for Mediterranean maritime pine (Pinus pinaster Ait.) in Spain. Forest Ecology and Management 201, 187-197; Bravo-Oviedo, A., Sterba, H., del Rio, M., Bravo, F., 2006. Competition-induced mortality for Mediterranean Pinus pinaster Ait. and P. sylvestris L. Forest Ecology and Management 222, 88-98; Bravo-Oviedo, A., Río, M., Montero, G., 2007. Geographic variation and parameter assessment in generalized algebraic difference site index modelling. Forest Ecology and Management 247, 107-119; Bravo-Oviedo, A., Tomé, M., Bravo, F., Montero, G., Río, M., 2008. Dominant height growth equations including site attributes in the generalized algebraic difference approach. Canadian Journal of Forest Research 38, 2348-2358; Bravo-Oviedo, A., Gallardo-Andrés, C., del Río, M., Montero, G., 2010. Regional changes of Pinus pinaster site index in Spain using a climate-based dominant height model. Canadian Journal of Forest Research 40, 2036-2048; Bravo-Oviedo, A., Roig, S., Bravo, F., Montero, G., Rio, M., 2011. Environmental variability and its relationship to site index in Mediterranean maritine pine. Forest Systems 20, 50-64."
Unknown,INIA-AV15,Spain,-5.108888888888888,40.19277777777778,640,1967,1,Pinus pinaster,even-aged,109,dbh; height,<a href='http://www.inia.es' target='_blank'>Spanish Institute for Agriculture and Food Research and Technology (INIA)</a>,http://www.inia.es,Ricardo Ruiz-Peinado,ruizpein@inia.es,"Bravo-Oviedo, A., Rio, M., Montero, G., 2004. Site index curves and growth model for Mediterranean maritime pine (Pinus pinaster Ait.) in Spain. Forest Ecology and Management 201, 187-197; Bravo-Oviedo, A., Sterba, H., del Rio, M., Bravo, F., 2006. Competition-induced mortality for Mediterranean Pinus pinaster Ait. and P. sylvestris L. Forest Ecology and Management 222, 88-98; Bravo-Oviedo, A., Río, M., Montero, G., 2007. Geographic variation and parameter assessment in generalized algebraic difference site index modelling. Forest Ecology and Management 247, 107-119; Bravo-Oviedo, A., Tomé, M., Bravo, F., Montero, G., Río, M., 2008. Dominant height growth equations including site attributes in the generalized algebraic difference approach. Canadian Journal of Forest Research 38, 2348-2358; Bravo-Oviedo, A., Gallardo-Andrés, C., del Río, M., Montero, G., 2010. Regional changes of Pinus pinaster site index in Spain using a climate-based dominant height model. Canadian Journal of Forest Research 40, 2036-2048; Bravo-Oviedo, A., Roig, S., Bravo, F., Montero, G., Rio, M., 2011. Environmental variability and its relationship to site index in Mediterranean maritine pine. Forest Systems 20, 50-64."
Unknown,INIA-J1,Spain,-2.8994444444444443,37.91,1240,1963,1,Pinus nigra,even-aged,101,dbh; height,<a href='http://www.inia.es' target='_blank'>Spanish Institute for Agriculture and Food Research and Technology (INIA)</a>,http://www.inia.es,Miren del Rio,delrio@inia.es,"Martín-Benito D., Gea-Izquierdo G., Río M., Cañellas I. (2008). Long-term trends in dominant-height growth of black pine using dynamic models. Forest Ecology and Management 256: 1230-1238; Martín-Benito D., Cherubini P., Rio M., Cañellas I. (2008). Growth response to climate and drought in Pinus nigra Arn. trees of different crown classes. Tree Physiology 22: 363-373; Martin-Benito D., Kint V., Río M., Muys B., Cañellas I. (2011). Growth responses of West-Mediterranean Pinus nigra to climate change a; Mora J.V., Río M., Bravo-Oviedo A. (2012). Dynamic growth and yield model for Black pine stands in Spain. Forest Systems 21: 439-445.e modulated by competition and productivity: Past trends and future perspectives. Forest Ecology and Management 262: 1030-1040."
Unknown,INIA-AV16,Spain,-5.102777777777778,40.18944444444444,640,1967,1,Pinus pinaster,even-aged,77,dbh; height,<a href='http://www.inia.es' target='_blank'>Spanish Institute for Agriculture and Food Research and Technology (INIA)</a>,http://www.inia.es,Ricardo Ruiz-Peinado,ruizpein@inia.es,"Bravo-Oviedo, A., Rio, M., Montero, G., 2004. Site index curves and growth model for Mediterranean maritime pine (Pinus pinaster Ait.) in Spain. Forest Ecology and Management 201, 187-197; Bravo-Oviedo, A., Sterba, H., del Rio, M., Bravo, F., 2006. Competition-induced mortality for Mediterranean Pinus pinaster Ait. and P. sylvestris L. Forest Ecology and Management 222, 88-98; Bravo-Oviedo, A., Río, M., Montero, G., 2007. Geographic variation and parameter assessment in generalized algebraic difference site index modelling. Forest Ecology and Management 247, 107-119; Bravo-Oviedo, A., Tomé, M., Bravo, F., Montero, G., Río, M., 2008. Dominant height growth equations including site attributes in the generalized algebraic difference approach. Canadian Journal of Forest Research 38, 2348-2358; Bravo-Oviedo, A., Gallardo-Andrés, C., del Río, M., Montero, G., 2010. Regional changes of Pinus pinaster site index in Spain using a climate-based dominant height model. Canadian Journal of Forest Research 40, 2036-2048; Bravo-Oviedo, A., Roig, S., Bravo, F., Montero, G., Rio, M., 2011. Environmental variability and its relationship to site index in Mediterranean maritine pine. Forest Systems 20, 50-64."
Unknown,INIA-AV17,Spain,-5.144722222222223,40.18861111111111,790,1967,1,Pinus pinaster,even-aged,96,dbh; height,<a href='http://www.inia.es' target='_blank'>Spanish Institute for Agriculture and Food Research and Technology (INIA)</a>,http://www.inia.es,Ricardo Ruiz-Peinado,ruizpein@inia.es,"Bravo-Oviedo, A., Rio, M., Montero, G., 2004. Site index curves and growth model for Mediterranean maritime pine (Pinus pinaster Ait.) in Spain. Forest Ecology and Management 201, 187-197; Bravo-Oviedo, A., Sterba, H., del Rio, M., Bravo, F., 2006. Competition-induced mortality for Mediterranean Pinus pinaster Ait. and P. sylvestris L. Forest Ecology and Management 222, 88-98; Bravo-Oviedo, A., Río, M., Montero, G., 2007. Geographic variation and parameter assessment in generalized algebraic difference site index modelling. Forest Ecology and Management 247, 107-119; Bravo-Oviedo, A., Tomé, M., Bravo, F., Montero, G., Río, M., 2008. Dominant height growth equations including site attributes in the generalized algebraic difference approach. Canadian Journal of Forest Research 38, 2348-2358; Bravo-Oviedo, A., Gallardo-Andrés, C., del Río, M., Montero, G., 2010. Regional changes of Pinus pinaster site index in Spain using a climate-based dominant height model. Canadian Journal of Forest Research 40, 2036-2048; Bravo-Oviedo, A., Roig, S., Bravo, F., Montero, G., Rio, M., 2011. Environmental variability and its relationship to site index in Mediterranean maritine pine. Forest Systems 20, 50-64."
Unknown,INIA-J2,Spain,-2.8713888888888888,37.89861111111111,1100,1963,1,Pinus nigra,even-aged,178,dbh; height,<a href='http://www.inia.es' target='_blank'>Spanish Institute for Agriculture and Food Research and Technology (INIA)</a>,http://www.inia.es,Miren del Rio,delrio@inia.es,"Martín-Benito D., Gea-Izquierdo G., Río M., Cañellas I. (2008). Long-term trends in dominant-height growth of black pine using dynamic models. Forest Ecology and Management 256: 1230-1238; Martín-Benito D., Cherubini P., Rio M., Cañellas I. (2008). Growth response to climate and drought in Pinus nigra Arn. trees of different crown classes. Tree Physiology 22: 363-373; Martin-Benito D., Kint V., Río M., Muys B., Cañellas I. (2011). Growth responses of West-Mediterranean Pinus nigra to climate change a; Mora J.V., Río M., Bravo-Oviedo A. (2012). Dynamic growth and yield model for Black pine stands in Spain. Forest Systems 21: 439-445.e modulated by competition and productivity: Past trends and future perspectives. Forest Ecology and Management 262: 1030-1040."
Unknown,INIA-J3,Spain,-2.8919444444444444,37.89361111111111,1440,1963,1,Pinus nigra,even-aged,100,dbh; height,<a href='http://www.inia.es' target='_blank'>Spanish Institute for Agriculture and Food Research and Technology (INIA)</a>,http://www.inia.es,Miren del Rio,delrio@inia.es,"Martín-Benito D., Gea-Izquierdo G., Río M., Cañellas I. (2008). Long-term trends in dominant-height growth of black pine using dynamic models. Forest Ecology and Management 256: 1230-1238; Martín-Benito D., Cherubini P., Rio M., Cañellas I. (2008). Growth response to climate and drought in Pinus nigra Arn. trees of different crown classes. Tree Physiology 22: 363-373; Martin-Benito D., Kint V., Río M., Muys B., Cañellas I. (2011). Growth responses of West-Mediterranean Pinus nigra to climate change a; Mora J.V., Río M., Bravo-Oviedo A. (2012). Dynamic growth and yield model for Black pine stands in Spain. Forest Systems 21: 439-445.e modulated by competition and productivity: Past trends and future perspectives. Forest Ecology and Management 262: 1030-1040."
Unknown,INIA-CU8,Spain,-2.006666666666667,40.37555555555556,1400,1964,1,Pinus nigra,even-aged,104,dbh; height,<a href='http://www.inia.es' target='_blank'>Spanish Institute for Agriculture and Food Research and Technology (INIA)</a>,http://www.inia.es,Miren del Rio,delrio@inia.es,"Martín-Benito D, Gea-Izquierdo G, Río M, Cañellas I (2008). Long-term trends in dominant-height growth of black pine using dynamic models. Forest Ecology and Management 256: 1230-1238; Martin-Benito D, Kint V, Río M, Muys B, Cañellas I (2011). Growth responses of West-Mediterranean Pinus nigra to climate change are modulated by competition and productivity: Past trends and future perspectives. Forest Ecology and Management 262: 1030-1040; Mora JV, Río M, Bravo-Oviedo A. (2012). Dynamic growth and yield model for Black pine stands in Spain. Forest Systems 21: 439-445."
Unknown,INIA-J14,Spain,-2.6422222222222222,38.22944444444445,1450,1963,1,Pinus nigra,even-aged,114,dbh; height,<a href='http://www.inia.es' target='_blank'>Spanish Institute for Agriculture and Food Research and Technology (INIA)</a>,http://www.inia.es,Miren del Rio,delrio@inia.es,"Martín-Benito D., Gea-Izquierdo G., Río M., Cañellas I. (2008). Long-term trends in dominant-height growth of black pine using dynamic models. Forest Ecology and Management 256: 1230-1238; Martín-Benito D., Cherubini P., Rio M., Cañellas I. (2008). Growth response to climate and drought in Pinus nigra Arn. trees of different crown classes. Tree Physiology 22: 363-373; Martin-Benito D., Kint V., Río M., Muys B., Cañellas I. (2011). Growth responses of West-Mediterranean Pinus nigra to climate change a; Mora J.V., Río M., Bravo-Oviedo A. (2012). Dynamic growth and yield model for Black pine stands in Spain. Forest Systems 21: 439-445.e modulated by competition and productivity: Past trends and future perspectives. Forest Ecology and Management 262: 1030-1040."
